CHARSET,SERVER,WHOIS_COUNTRY,WHOIS_STATEPRO,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CONTENT_LENGTH,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,WHOIS_REGDATE_YEAR,WHOIS_REGDATE_MONTH,WHOIS_REGDATE_DAY,WHOIS_REGDATE_HOUR,WHOIS_REGDATE_MINUTE,WHOIS_UPDATED_DATE_YEAR,WHOIS_UPDATED_DATE_MONTH,WHOIS_UPDATED_DATE_DAY,WHOIS_UPDATED_DATE_HOUR,WHOIS_UPDATED_DATE_MINUTE,Type
UTF-8,APACHE,US,OTHER,57,11,,9,0,3,871,11,12,4257,1021,11,2.0,2003,8,5,0,0,2015,5,5,0,0,0
ISO-8859-1,APACHE,US,OTHER,57,11,241.0,0,0,0,0,0,0,0,0,0,0.0,1995,5,16,0,0,2016,10,21,0,0,0
UTF-8,OTHER,,,57,7,1182.0,10,3,5,949,14,15,2597,1309,14,4.0,2004,7,29,0,0,2016,3,1,0,0,0
UTF-8,NGINX,US,OTHER,57,12,,0,0,0,0,0,0,0,0,0,0.0,2006,11,30,0,0,2015,4,17,0,0,0
UTF-8,OTHER,US,CA,57,13,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,APACHE,US,OTHER,57,11,10280.0,0,0,0,0,0,0,0,0,0,0.0,2006,9,3,0,0,2017,2,23,0,0,0
UTF-8,APACHE,OTHER,OTHER,58,12,,50,0,1,3592,52,53,66100,3744,52,2.0,2006,7,10,0,0,2017,7,3,0,0,1
UTF-8,OTHER,US,OTHER,58,13,5962.0,10,0,2,1692,14,15,8467,2004,14,4.0,2006,6,5,0,0,2016,6,5,0,0,1
UTF-8,APACHE,US,NY,58,12,,0,0,0,0,0,0,0,0,0,0.0,1994,1,18,0,0,2016,10,21,0,0,0
UTF-8,APACHE,US,OTHER,58,8,58.0,0,0,0,0,0,0,0,0,0,0.0,2009,12,9,21,54,2016,8,23,10,7,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,58,10,324.0,0,0,0,0,0,0,0,0,0,0.0,1999,5,2,0,0,2014,6,16,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,AU,,58,11,324.0,0,0,0,0,0,0,0,0,0,0.0,2008,7,22,0,0,2016,7,22,0,0,0
ISO-8859-1,OTHER,US,OTHER,58,9,,5,3,3,474,5,4,244,474,5,0.0,2010,4,10,0,0,2014,10,21,0,0,0
UTF-8,OTHER,US,OTHER,58,11,,4,4,1,420,4,5,414,420,4,0.0,2001,4,20,0,0,2015,5,22,0,0,0
UTF-8,OTHER,US,CA,58,10,208082.0,5,4,2,474,5,7,442,474,5,0.0,2000,7,31,0,0,2016,6,29,0,0,0
US-ASCII,,US,WA,58,11,,5,4,2,486,5,9,672,486,5,0.0,1999,3,22,0,0,2016,7,15,0,0,0
ISO-8859-1,OTHER,CA,OTHER,58,11,,4,2,2,408,4,7,438,408,4,0.0,2005,4,18,22,11,2017,3,22,18,0,0
ISO-8859-1,OTHER,US,FL,58,8,345.0,9,0,3,1481,13,12,1327,1773,13,4.0,2001,1,10,0,0,2017,1,16,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,CA,58,12,324.0,50,42,4,6256,58,63,63202,6896,58,8.0,2001,4,18,0,0,2016,9,27,0,0,0
ISO-8859-1,NGINX,CA,OTHER,58,10,,5,0,3,620,7,8,626,770,7,2.0,1998,7,14,4,0,2016,11,7,9,21,0
US-ASCII,,US,OTHER,58,9,324.0,14,0,1,1794,18,18,2242,2102,18,4.0,1995,8,15,0,0,2016,7,13,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,58,9,324.0,15,10,3,2344,19,17,6649,2668,19,4.0,2004,8,9,0,0,2017,2,28,0,0,0
UTF-8,OTHER,US,OTHER,58,10,1688.0,17,15,4,1146,17,5,416,1146,17,0.0,2001,1,26,12,11,2015,7,12,11,23,0
UTF-8,OTHER,US,CA,58,11,,44,37,6,6317,52,53,38708,6925,52,8.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,NGINX,,,58,11,,20,9,4,3076,26,23,8668,3494,26,6.0,2006,7,17,0,0,2016,7,9,0,0,0
ISO-8859-1,OTHER,US,OTHER,58,9,,0,0,0,0,0,0,0,0,0,0.0,2001,5,17,0,0,2015,4,15,0,0,0
UTF-8,OTHER,US,OTHER,58,11,,0,0,0,0,0,0,0,0,0,0.0,1994,1,11,0,0,2014,4,30,0,0,0
ISO-8859-1,OTHER,US,OTHER,58,11,1179.0,0,0,0,0,0,0,0,0,0,0.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,OTHER,US,OTHER,58,12,90837.0,0,0,0,0,0,0,0,0,0,0.0,1993,7,9,0,0,2016,5,8,0,0,0
UTF-8,OTHER,US,OTHER,59,11,,0,0,0,0,0,0,0,0,0,0.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,OTHER,59,11,,0,0,0,0,0,0,0,0,0,0.0,2001,7,6,0,0,2015,11,27,0,0,0
ISO-8859-1,,,,59,10,,0,0,0,0,0,0,0,0,0,0.0,2004,8,13,0,0,2015,8,20,0,0,0
ISO-8859-1,OTHER,US,OTHER,59,11,,0,0,0,0,0,0,0,0,0,0.0,1995,5,16,0,0,2016,10,21,0,0,0
UTF-8,OTHER,,,59,10,26958.0,15,10,1,2421,21,17,7924,2861,21,6.0,1996,6,16,0,0,2016,3,28,0,0,0
UTF-8,NGINX,OTHER,OTHER,59,12,162.0,0,0,0,0,0,0,0,0,0,0.0,2007,6,11,0,0,2016,1,10,0,0,0
UTF-8,OTHER,US,OTHER,59,10,19404.0,0,0,0,0,0,0,0,0,0,0.0,1995,6,14,0,0,2016,5,17,0,0,0
ISO-8859-1,NGINX,US,OTHER,59,11,162.0,0,0,0,0,0,0,0,0,0,0.0,1998,3,23,0,0,2015,5,29,0,0,0
US-ASCII,,US,FL,59,10,324.0,0,0,0,0,0,0,0,0,0,0.0,2002,4,21,0,0,2017,3,23,0,0,0
ISO-8859-1,OTHER,OTHER,,59,10,352.0,0,0,0,0,0,0,0,0,0,0.0,2007,7,7,0,0,2017,4,3,0,0,0
ISO-8859-1,,US,CA,59,9,,0,0,0,0,0,0,0,0,0,0.0,1997,3,29,0,0,2016,11,29,0,0,0
UTF-8,,,,59,11,7697.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
US-ASCII,,US,FL,59,10,324.0,6,5,3,528,6,6,407,528,6,0.0,2002,4,21,0,0,2017,3,23,0,0,0
UTF-8,,US,OTHER,59,13,9322.0,8,5,6,672,8,12,768,672,8,0.0,2005,12,31,0,0,2016,12,31,0,0,0
UTF-8,OTHER,OTHER,,59,10,,10,3,8,828,10,16,1036,828,10,0.0,1996,3,17,5,0,2016,1,6,10,45,0
UTF-8,OTHER,,,59,11,,10,7,5,768,10,13,890,768,10,0.0,2002,2,19,0,0,2016,4,25,0,0,0
UTF-8,OTHER,US,CA,59,15,,20,6,5,2638,28,25,6137,3208,28,8.0,1995,1,18,0,0,2015,8,26,0,0,0
ISO-8859-1,NGINX,US,CA,59,9,12629.0,24,0,11,1863,26,27,15088,2033,26,2.0,2005,4,28,0,0,2015,7,12,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,AU,,59,11,324.0,24,3,6,2752,30,24,8910,3230,30,6.0,2008,7,22,0,0,2016,7,22,0,0,0
US-ASCII,,US,OTHER,59,9,324.0,14,0,1,1797,18,19,2308,2105,18,4.0,1995,8,15,0,0,2016,7,13,0,0,0
ISO-8859-1,OTHER,US,OTHER,59,13,,8,3,8,552,8,5,420,552,8,0.0,1997,6,21,0,0,2016,10,21,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,59,13,324.0,29,12,6,3325,33,32,29835,3635,33,4.0,1995,5,16,0,0,2016,10,21,0,0,0
ISO-8859-1,APACHE,US,FL,59,11,5290.0,17,2,2,1684,21,22,14589,2012,21,4.0,1999,4,24,0,0,2015,2,23,0,0,0
UTF-8,,US,FL,59,11,12965.0,48,9,12,3796,52,51,37621,4118,52,4.0,2001,1,24,0,0,2017,1,24,0,0,0
US-ASCII,MICROSOFT-IIS/7.5,US,OTHER,59,13,324.0,10,0,3,1170,16,14,1324,1584,16,6.0,1997,5,23,0,0,2015,4,15,0,0,0
ISO-8859-1,CLOUDFLARE-NGINX,OTHER,OTHER,59,11,,9,0,2,1589,13,13,2404,1909,13,4.0,2002,12,9,0,0,2015,6,5,0,0,0
UTF-8,APACHE,US,WA,59,10,,10,1,3,1300,14,15,13818,1618,14,4.0,2006,2,20,0,0,2017,2,22,0,0,0
UTF-8,NGINX,OTHER,OTHER,59,12,162.0,22,12,5,3142,30,24,7684,3746,30,8.0,2007,6,11,0,0,2016,1,10,0,0,0
ISO-8859-1,OTHER,US,OTHER,59,11,125.0,38,4,10,3936,44,46,29443,4404,44,6.0,1997,11,21,0,0,2017,5,3,0,0,0
ISO-8859-1,NGINX,US,OTHER,59,12,1511.0,0,0,0,0,0,0,0,0,0,0.0,2004,8,1,0,0,2017,3,1,0,0,0
ISO-8859-1,APACHE,US,FL,59,11,5290.0,0,0,0,0,0,0,0,0,0,0.0,1999,4,24,0,0,2015,2,23,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,FL,59,12,,14,0,3,1438,18,16,4800,1734,18,4.0,1999,3,19,0,0,2012,11,3,0,0,0
UTF-8,OTHER,,,59,10,19867.0,21,12,3,3104,29,23,8857,3696,29,8.0,1996,6,16,0,0,2016,3,28,0,0,0
ISO-8859-1,OTHER,,,59,13,,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,APACHE,US,OTHER,60,11,,0,0,0,0,0,0,0,0,0,0.0,1995,5,16,0,0,2016,10,21,0,0,0
ISO-8859-1,APACHE,OTHER,,60,11,198.0,3,1,2,238,5,7,654,394,5,2.0,2016,1,9,0,0,2016,2,9,0,0,0
ISO-8859-1,,,,60,11,1973.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
UTF-8,CLOUDFLARE-NGINX,US,CA,60,10,,0,0,0,0,0,0,0,0,0,0.0,1998,4,11,0,0,2016,2,10,0,0,0
ISO-8859-1,APACHE,US,OTHER,60,11,243.0,0,0,0,0,0,0,0,0,0,0.0,1995,5,16,0,0,2016,10,21,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,OTHER,,60,11,324.0,0,0,0,0,0,0,0,0,0,0.0,1995,9,8,0,0,2015,4,8,0,0,0
UTF-8,OTHER,US,CA,60,10,21666.0,9,7,7,762,9,10,640,762,9,0.0,2010,4,15,0,0,2017,11,4,0,0,0
UTF-8,NGINX,US,CA,60,12,,8,6,5,696,8,9,574,696,8,0.0,2003,12,12,0,0,2016,10,18,0,0,0
UTF-8,OTHER,OTHER,,60,10,8774.0,6,6,3,540,6,9,617,540,6,0.0,2014,4,12,0,0,2016,11,16,0,0,0
ISO-8859-1,,US,CA,60,13,1819.0,1,1,1,202,1,4,250,202,1,0.0,2002,2,11,0,0,2017,2,2,0,0,0
UTF-8,OTHER,,,60,11,2544.0,4,2,3,408,4,4,250,408,4,0.0,1998,7,16,16,8,,,,,,0
UTF-8,APACHE,,,60,13,,10,8,2,12231,10,11,1186,12231,10,0.0,1999,10,6,0,0,2016,11,4,0,0,0
ISO-8859-1,CLOUDFLARE-NGINX,US,OTHER,60,11,,29,22,3,4932,35,41,23578,5392,35,6.0,2001,8,28,0,0,2015,4,28,0,0,0
ISO-8859-1,NGINX,CA,OTHER,60,12,,6,0,4,664,8,8,609,808,8,2.0,1998,10,20,0,0,2015,7,12,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,60,9,324.0,5,0,1,622,7,7,9159,812,7,2.0,2003,5,6,0,0,2014,11,26,0,0,0
ISO-8859-1,APACHE,CA,OTHER,60,11,,29,1,4,2630,35,35,35655,3102,35,6.0,2003,12,10,0,0,2015,7,8,0,0,0
UTF-8,APACHE,US,NY,60,11,40582.0,101,4,15,7002,107,79,172138,7422,107,6.0,1996,5,20,0,0,2017,4,19,0,0,0
UTF-8,OTHER,US,CA,60,13,,38,32,3,4488,44,44,44959,4944,44,6.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,,US,CA,60,11,19671.0,45,0,3,4192,53,54,62498,4834,53,8.0,2001,10,14,0,0,2016,12,18,0,0,0
UTF-8,MICROSOFT-IIS/7.5,OTHER,OTHER,60,13,,23,12,5,3208,32,26,8206,3883,32,9.0,1998,9,29,0,0,2017,9,4,0,0,0
UTF-8,APACHE,,,60,12,,113,0,3,7746,117,134,229040,8062,117,4.0,2001,5,16,0,0,2016,3,17,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,FL,60,12,,3,0,1,466,5,6,490,618,5,2.0,1995,6,13,0,0,2015,5,5,0,0,0
UTF-8,NGINX,US,OTHER,60,11,,14,9,2,2531,18,18,8177,2819,18,4.0,2006,9,24,0,0,2015,8,26,0,0,0
UTF-8,OTHER,US,OTHER,60,9,824.0,0,0,0,0,0,0,0,0,0,0.0,2003,8,13,0,0,2016,8,14,0,0,0
UTF-8,APACHE,US,OTHER,60,13,,0,0,0,0,0,0,0,0,0,0.0,1995,12,1,0,0,2016,12,19,0,0,0
ISO-8859-1,APACHE,OTHER,,61,12,526.0,0,0,0,0,0,2,124,0,0,0.0,2003,10,9,0,0,2016,11,9,0,0,1
US-ASCII,MICROSOFT-IIS/7.5,US,OTHER,61,10,324.0,0,0,0,0,0,0,0,0,0,0.0,2008,9,4,0,0,2017,10,4,0,0,0
ISO-8859-1,OTHER,US,FL,61,12,4576.0,0,0,0,0,0,0,0,0,0,0.0,2002,10,25,0,0,2014,3,28,0,0,0
UTF-8,OTHER,,,61,12,39198.0,0,0,0,0,0,0,0,0,0,0.0,2000,10,16,0,0,2016,10,25,0,0,0
US-ASCII,CLOUDFLARE-NGINX,US,FL,61,11,,0,0,0,0,0,0,0,0,0,0.0,1995,5,21,0,0,2017,2,22,0,0,0
ISO-8859-1,APACHE,,,61,10,6473.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,MICROSOFT-IIS/7.5,US,WA,61,9,11.0,0,0,0,0,0,0,0,0,0,0.0,2000,9,13,0,0,2016,8,29,0,0,0
ISO-8859-1,OTHER,US,WA,61,11,11780.0,20,1,5,1930,28,24,8029,2610,28,8.0,1998,1,20,0,0,2017,6,3,0,0,0
ISO-8859-1,APACHE,US,CA,61,12,,22,5,10,1673,24,22,2525,1837,24,2.0,1996,9,8,0,0,2017,4,4,0,0,0
ISO-8859-1,NGINX,US,OTHER,61,12,1522.0,4,3,2,432,4,6,376,432,4,0.0,2004,8,1,0,0,2017,3,1,0,0,0
ISO-8859-1,APACHE,,,61,12,,5,3,3,498,5,7,438,498,5,0.0,1999,1,27,0,0,2012,10,14,0,0,0
ISO-8859-1,OTHER,,,61,9,,12,7,5,960,12,10,640,960,12,0.0,2013,8,15,0,0,2015,7,8,0,0,0
UTF-8,OTHER,US,OTHER,61,10,,5,5,3,498,5,8,508,498,5,0.0,1994,1,11,0,0,2014,4,30,0,0,0
US-ASCII,,US,WA,61,11,257.0,4,3,2,432,4,4,244,432,4,0.0,1999,3,22,0,0,2016,7,15,0,0,0
UTF-8,OTHER,US,OTHER,61,12,,20,8,7,1344,20,10,739,1344,20,0.0,1994,1,11,0,0,2014,4,30,0,0,0
US-ASCII,,US,WA,61,11,257.0,10,5,7,792,10,15,971,792,10,0.0,1999,3,22,0,0,2016,7,15,0,0,0
ISO-8859-1,APACHE,US,OTHER,61,11,,7,3,3,582,7,5,306,582,7,0.0,1999,10,8,0,0,2017,3,3,0,0,0
UTF-8,APACHE,,,61,11,8864.0,26,18,4,3798,34,36,18719,4444,34,8.0,1997,5,27,0,0,2017,4,28,0,0,0
ISO-8859-1,APACHE,US,NY,61,13,267.0,7,1,3,743,11,13,1520,1033,11,4.0,2000,3,13,0,0,2016,10,2,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,WA,61,13,,31,5,8,4514,39,40,26105,5168,39,8.0,2011,3,4,0,0,2017,11,3,0,0,0
UTF-8,NGINX,US,OTHER,61,11,,25,20,3,3252,29,35,36967,3540,29,4.0,2006,9,24,0,0,2015,8,26,0,0,0
UTF-8,MICROSOFT-IIS/7.5,,,61,14,25090.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,OTHER,US,OTHER,61,10,4347.0,0,0,0,0,0,0,0,0,0,0.0,2004,12,16,0,0,2013,9,9,0,0,0
ISO-8859-1,APACHE,US,FL,62,13,6567.0,8,0,2,1089,14,13,1977,1601,14,6.0,1999,4,24,0,0,2015,2,23,0,0,0
UTF-8,OTHER,US,CA,62,13,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,NGINX,,,62,12,,0,0,0,0,0,0,0,0,0,0.0,2006,7,17,0,0,2016,7,9,0,0,0
ISO-8859-1,APACHE,US,FL,62,13,6567.0,0,0,0,0,0,0,0,0,0,0.0,1999,4,24,0,0,2015,2,23,0,0,0
ISO-8859-1,APACHE,US,NY,62,12,20986.0,0,0,0,0,0,0,0,0,0,0.0,2002,12,30,0,0,2014,9,4,0,0,0
UTF-8,OTHER,US,CA,62,12,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,APACHE,CA,OTHER,62,13,12440.0,0,0,0,0,0,0,0,0,0,0.0,2010,4,6,0,0,2016,7,4,0,0,0
ISO-8859-1,OTHER,US,OTHER,62,10,245.0,0,0,0,0,0,0,0,0,0,0.0,2005,11,10,0,0,2016,9,19,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,62,9,324.0,0,0,0,0,0,0,0,0,0,0.0,2003,10,25,0,0,2014,11,26,0,0,0
ISO-8859-1,OTHER,US,OTHER,62,11,,11,5,4,1040,15,19,2206,1374,15,4.0,1995,5,16,0,0,2016,10,21,0,0,0
UTF-8,OTHER,,,62,11,382.0,21,5,7,1810,25,21,2519,2102,25,4.0,2001,7,13,0,0,2015,4,26,0,0,0
UTF-8,OTHER,OTHER,OTHER,62,11,2192.0,32,8,11,2772,38,37,32655,3258,38,6.0,2003,12,22,0,0,2017,4,3,0,0,0
US-ASCII,MICROSOFT-IIS/7.5,US,OTHER,62,11,324.0,0,0,0,0,0,0,0,0,0,0.0,2003,9,26,0,0,2016,6,17,0,0,0
UTF-8,OTHER,US,CA,62,12,9285.0,0,0,0,0,0,0,0,0,0,0.0,2000,7,31,0,0,2016,6,29,0,0,0
ISO-8859-1,APACHE,AU,OTHER,62,12,,0,0,0,0,0,0,0,0,0,0.0,2006,3,22,0,0,2017,3,22,0,0,0
ISO-8859-1,CLOUDFLARE-NGINX,,,63,14,,18,0,2,1676,22,22,21002,1968,22,4.0,2007,1,26,0,0,2016,1,21,0,0,0
UTF-8,OTHER,US,CA,63,12,7221.0,0,0,0,0,0,0,0,0,0,0.0,2002,8,13,0,0,2017,3,14,0,0,0
UTF-8,OTHER,US,CA,63,11,14506.0,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,US,CA,63,13,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,APACHE,US,OTHER,63,12,,0,0,0,0,0,0,0,0,0,0.0,2006,10,19,0,0,2016,10,20,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,63,11,324.0,67,32,17,6011,73,42,28050,6453,73,6.0,,,,,,,,,,,0
ISO-8859-1,CLOUDFLARE-NGINX,,,63,11,,4,4,1,420,4,6,476,420,4,0.0,2004,6,21,6,33,2017,3,17,14,30,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,WA,63,10,324.0,3,3,1,366,3,4,244,366,3,0.0,1996,3,12,0,0,2017,2,23,0,0,0
ISO-8859-1,OTHER,,,63,9,345.0,4,2,2,408,4,7,448,408,4,0.0,2005,9,2,0,0,2015,11,12,0,0,0
UTF-8,APACHE,,,63,12,,48,0,1,3840,52,51,52729,4156,52,4.0,,,,,,,,,,,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,63,12,1853.0,104,0,2,7535,106,124,204971,7683,106,2.0,1998,3,27,0,0,2016,10,15,0,0,0
ISO-8859-1,APACHE,CA,OTHER,63,14,,26,7,6,2506,30,25,2966,2814,30,4.0,2005,2,5,0,0,2017,3,4,0,0,0
ISO-8859-1,APACHE,US,OTHER,63,11,3475.0,31,5,6,2293,33,24,17664,2459,33,2.0,2002,3,20,0,0,2017,2,18,0,0,0
UTF-8,OTHER,OTHER,,63,11,42913.0,44,5,9,3414,48,46,47213,3722,48,4.0,2005,3,15,0,0,2016,6,28,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,63,13,324.0,32,20,13,3967,38,44,23969,4429,38,6.0,1995,5,16,0,0,2016,10,21,0,0,0
UTF-8,NGINX,US,OTHER,63,12,,14,3,4,2108,18,22,3406,2388,18,4.0,1996,5,12,5,0,2013,5,31,23,28,0
ISO-8859-1,,US,CA,63,11,,31,13,8,5105,43,28,13437,5105,43,0.0,1997,3,29,0,0,2016,11,29,0,0,0
UTF-8,APACHE,US,WA,63,10,18235.0,4,1,2,583,6,8,737,735,6,2.0,2006,10,10,0,0,2017,7,3,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,63,10,324.0,35,19,11,3472,41,33,24847,3944,41,6.0,2003,5,6,0,0,2014,11,26,0,0,0
UTF-8,OTHER,US,CA,63,10,,29,10,7,4825,40,36,37575,5567,40,10.0,1995,1,18,0,0,2015,8,26,0,0,0
ISO-8859-1,OTHER,,,63,14,320.0,188,25,9,14064,194,217,298694,14522,194,6.0,,,,,,,,,,,0
ISO-8859-1,APACHE,,,63,11,5858.0,19,10,1,3181,25,25,16286,3605,25,6.0,,,,,,,,,,,0
UTF-8,OTHER,US,WA,64,11,,0,0,0,0,0,0,0,0,0,0.0,2007,1,8,0,0,2017,4,3,0,0,0
ISO-8859-1,APACHE,US,CA,64,13,,0,0,0,0,0,0,0,0,0,0.0,1997,4,22,0,0,2017,2,22,0,0,0
UTF-8,OTHER,OTHER,,64,11,9418.0,0,0,0,0,0,0,0,0,0,0.0,1993,3,6,0,0,2016,2,11,0,0,0
ISO-8859-1,APACHE,US,NY,64,13,19111.0,0,0,0,0,0,0,0,0,0,0.0,2002,12,30,0,0,2014,9,4,0,0,0
UTF-8,OTHER,US,OTHER,64,13,,0,0,0,0,0,0,0,0,0,0.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,OTHER,US,CA,64,10,,0,0,0,0,0,0,0,0,0,0.0,1999,5,14,0,0,2016,6,28,0,0,0
UTF-8,APACHE,OTHER,OTHER,64,10,,15,2,5,1238,17,9,760,1430,17,2.0,1996,11,22,0,0,2016,6,4,0,0,0
UTF-8,OTHER,US,OTHER,64,11,,2,2,1,276,2,4,246,276,2,0.0,2003,6,24,0,0,2016,8,22,0,0,0
UTF-8,,US,CA,64,12,,5,4,2,498,5,9,570,498,5,0.0,1998,9,1,0,0,2017,4,1,0,0,0
UTF-8,OTHER,,,64,11,,7,7,3,618,7,9,562,618,7,0.0,2000,4,18,0,0,2016,4,18,0,0,0
UTF-8,OTHER,US,OTHER,64,13,,10,2,6,1197,14,17,1374,1503,14,4.0,1994,1,11,0,0,2014,4,30,0,0,0
ISO-8859-1,APACHE,OTHER,OTHER,64,11,9498.0,10,1,3,1256,14,16,1909,1580,14,4.0,2007,4,27,0,0,2017,4,20,0,0,0
UTF-8,OTHER,US,OTHER,64,11,,39,18,14,4631,49,42,12921,5353,49,10.0,1994,1,11,0,0,2014,4,30,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,WA,64,10,324.0,26,6,5,3201,30,29,20250,3517,30,4.0,1996,3,12,0,0,2017,2,23,0,0,0
US-ASCII,MICROSOFT-IIS/7.5,OTHER,OTHER,64,13,324.0,16,1,5,1910,24,24,3124,2552,24,8.0,2006,7,4,10,47,2017,4,19,12,59,0
UTF-8,OTHER,US,OTHER,64,13,32344.0,0,0,0,0,0,0,0,0,0,0.0,1994,3,30,0,0,2017,2,27,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,FL,64,14,,0,0,0,0,0,0,0,0,0,0.0,1999,12,2,0,0,2016,12,14,0,0,0
ISO-8859-1,,US,FL,64,11,34.0,0,0,0,0,0,0,0,0,0,0.0,1996,9,16,0,0,2011,9,15,0,0,0
ISO-8859-1,OTHER,,,65,11,3830.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
UTF-8,OTHER,US,OTHER,65,12,,0,0,0,0,0,0,0,0,0,0.0,1994,1,11,0,0,2014,4,30,0,0,0
ISO-8859-1,APACHE,US,NY,65,11,36377.0,0,0,0,0,0,0,0,0,0,0.0,1996,8,5,0,0,2017,1,27,0,0,0
UTF-8,OTHER,CA,OTHER,65,12,,35,9,12,2820,43,26,3034,3428,43,8.0,2010,5,27,0,0,2017,2,27,0,0,0
UTF-8,NGINX,US,OTHER,65,14,,6,3,4,564,6,6,376,564,6,0.0,2006,9,24,0,0,2015,8,26,0,0,0
UTF-8,NGINX,US,OTHER,65,14,,32,11,12,2232,32,14,954,2232,32,0.0,1990,12,12,0,0,2015,8,6,0,0,0
ISO-8859-1,,US,CA,65,10,,43,35,3,5029,49,54,44203,5469,49,6.0,1997,3,29,0,0,2016,11,29,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,OTHER,65,12,,9,0,3,1194,13,12,1736,1498,13,4.0,1996,9,28,0,0,2016,9,26,0,0,0
ISO-8859-1,OTHER,,,65,11,12339.0,18,8,7,1634,22,23,14294,1922,22,4.0,2000,11,10,0,0,2016,12,12,0,0,0
UTF-8,APACHE,US,WA,65,14,,326,317,3,26631,330,442,947971,26931,330,4.0,2006,7,24,17,52,2016,6,21,17,27,0
ISO-8859-1,OTHER,,,65,13,330.0,30,2,9,2510,34,34,34105,2810,34,4.0,,,,,,,,,,,0
ISO-8859-1,APACHE,US,OTHER,65,12,,29,7,6,3999,37,37,17322,4619,37,8.0,1998,5,3,0,0,2016,2,29,0,0,0
ISO-8859-1,APACHE,US,OTHER,65,11,245.0,0,0,0,0,0,0,0,0,0,0.0,1995,5,16,0,0,2016,10,21,0,0,0
UTF-8,OTHER,US,NY,65,11,40035.0,0,0,0,0,0,0,0,0,0,0.0,2006,1,28,0,0,2016,12,30,0,0,0
UTF-8,APACHE,US,OTHER,66,14,58.0,15,1,7,1863,19,18,7303,2175,19,4.0,2014,9,10,0,0,2016,10,10,0,0,1
UTF-8,OTHER,,,66,13,14750.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
UTF-8,OTHER,US,CA,66,10,,0,0,0,0,0,0,0,0,0,0.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,OTHER,US,OTHER,66,12,,0,0,0,0,0,0,0,0,0,0.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,,US,OTHER,66,11,9405.0,15,2,4,1026,15,4,246,1026,15,0.0,2003,1,2,16,44,2017,2,2,17,11,0
UTF-8,CLOUDFLARE-NGINX,,,66,10,,6,2,4,540,6,7,438,540,6,0.0,2000,10,24,0,0,2016,6,1,0,0,0
